,,KNN,Logistic Regression,Random Forest,SGD Classifier,SVM,Average Accuracy,Symbol
,,0.5095011876484561,0.5403800475059383,0.5154394299287411,0.46199524940617576,0.5308788598574822,0.5116389548693586,AB
,,0.49049881235154397,0.5427553444180523,0.5237529691211401,0.47862232779097386,0.5225653206650831,0.5116389548693587,ABB
,,0.4894894894894895,0.5045045045045045,0.515015015015015,0.5195195195195195,0.5180180180180181,0.5093093093093092,ABBV
,,0.5166270783847982,0.5368171021377672,0.501187648456057,0.47149643705463185,0.5356294536817102,0.5123515439429929,ABC
,,0.5249406175771971,0.5475059382422803,0.5106888361045131,0.4691211401425178,0.5380047505938242,0.5180522565320665,ABCB
,,0.45454545454545453,0.6060606060606061,0.5,0.4696969696969697,0.5606060606060606,0.5181818181818182,ABCL
,,0.42105263157894735,0.5921052631578947,0.5526315789473685,0.5263157894736842,0.5657894736842105,0.531578947368421,ABCM
,,0.5130641330166271,0.5380047505938242,0.5154394299287411,0.45368171021377673,0.5380047505938242,0.5116389548693587,ABEO
,,0.5071258907363421,0.5320665083135392,0.49406175771971494,0.4643705463182898,0.5332541567695962,0.5061757719714965,ABEV
,,0.503562945368171,0.5510688836104513,0.498812351543943,0.47980997624703087,0.5391923990498813,0.5144893111638954,ABG
,,0.5,0.5576923076923077,0.5192307692307693,0.5576923076923077,0.5384615384615384,0.5346153846153847,ABGI
,,0.49287410926365793,0.5439429928741093,0.5356294536817102,0.5427553444180523,0.5463182897862233,0.5323040380047506,ABIO
,,0.5237529691211401,0.5439429928741093,0.5,0.48693586698337293,0.5356294536817102,0.5180522565320664,ABM
,,0.5106888361045131,0.5427553444180523,0.517814726840855,0.47149643705463185,0.5380047505938242,0.5161520190023754,ABMD
,,0.4696969696969697,0.5454545454545454,0.5454545454545454,0.4090909090909091,0.5151515151515151,0.49696969696969695,ABNB
,,0.5833333333333334,0.5833333333333334,0.5,0.625,0.4583333333333333,0.55,ABOS
,,0.5201900237529691,0.5498812351543944,0.5166270783847982,0.47624703087885983,0.5356294536817102,0.5197149643705463,ABR
,,0.65,0.6,0.25,0.45,0.55,0.5,ABSI
,,0.5106888361045131,0.5439429928741093,0.48812351543942994,0.5427553444180523,0.5296912114014252,0.523040380047506,ABST
,,0.504750593824228,0.5427553444180523,0.517814726840855,0.47743467933491684,0.5308788598574822,0.5147268408551069,ABT
,,0.49452954048140046,0.47045951859956237,0.5251641137855579,0.5295404814004376,0.5098468271334792,0.5059080962800875,ABTX
,,0.504750593824228,0.5451306413301663,0.501187648456057,0.4524940617577197,0.5546318289786223,0.5116389548693586,ABUS
,,0.49406175771971494,0.5439429928741093,0.5130641330166271,0.47624703087885983,0.5391923990498813,0.5133016627078385,ABVC
,,0.5222222222222223,0.49777777777777776,0.5133333333333333,0.4866666666666667,0.5177777777777778,0.5075555555555555,AC
,,0.4955357142857143,0.48214285714285715,0.46875,0.5,0.5267857142857143,0.4946428571428571,ACA
,,0.5320665083135392,0.5427553444180523,0.49287410926365793,0.4679334916864608,0.5368171021377672,0.5144893111638955,ACAD
,,0.7105263157894737,0.5526315789473685,0.5263157894736842,0.5526315789473685,0.5263157894736842,0.5736842105263158,ACAH
,,0.4709090909090909,0.5490909090909091,0.4818181818181818,0.5363636363636364,0.5309090909090909,0.5138181818181817,ACB
,,0.5625,0.5625,0.59375,0.53125,0.53125,0.55625,ACBA
,,0.4911504424778761,0.5176991150442478,0.49557522123893805,0.47345132743362833,0.5331858407079646,0.5022123893805309,ACBI
,,0.5273159144893111,0.5486935866983373,0.5071258907363421,0.4809976247030879,0.5510688836104513,0.523040380047506,ACC
,,0.5,0.49,0.57,0.48,0.5,0.508,ACCD
,,0.5166270783847982,0.5439429928741093,0.5237529691211401,0.47268408551068886,0.5320665083135392,0.5178147268408552,ACCO
,,0.5047619047619047,0.5015873015873016,0.4857142857142857,0.526984126984127,0.5301587301587302,0.5098412698412698,ACEL
,,0.5142517814726841,0.5439429928741093,0.5083135391923991,0.47743467933491684,0.5344418052256532,0.5156769596199526,ACER
,,0.49823321554770317,0.508833922261484,0.5053003533568905,0.42402826855123676,0.5123674911660777,0.48975265017667846,ACET
,,0.5060240963855421,0.4457831325301205,0.5662650602409639,0.4457831325301205,0.5180722891566265,0.49638554216867464,ACEV
,,0.5142517814726841,0.5486935866983373,0.5142517814726841,0.47030878859857483,0.5380047505938242,0.5171021377672209,ACGL
,,0.5083135391923991,0.5273159144893111,0.5285035629453682,0.49287410926365793,0.5296912114014252,0.5173396674584323,ACH
,,0.5142517814726841,0.5391923990498813,0.505938242280285,0.48812351543942994,0.5403800475059383,0.5175771971496437,ACHC
,,0.4883720930232558,0.5116279069767442,0.5581395348837209,0.46511627906976744,0.4883720930232558,0.5023255813953489,ACHL
,,0.46875,0.578125,0.578125,0.5625,0.609375,0.559375,ACHR
,,0.5201900237529691,0.5332541567695962,0.5296912114014252,0.5427553444180523,0.5427553444180523,0.533729216152019,ACHV
,,0.5643564356435643,0.5247524752475248,0.5445544554455446,0.48514851485148514,0.5148514851485149,0.5267326732673268,ACI
,,0.5454545454545454,0.5,0.5,0.5454545454545454,0.4772727272727273,0.5136363636363637,ACII
,,0.4869791666666667,0.5286458333333334,0.5442708333333334,0.484375,0.5182291666666666,0.5125,ACIU
,,0.504750593824228,0.5403800475059383,0.5356294536817102,0.47149643705463185,0.5344418052256532,0.5173396674584323,ACIW
,,0.36363636363636365,0.5818181818181818,0.5454545454545454,0.4727272727272727,0.5272727272727272,0.49818181818181817,ACKIT
,,0.5,0.5427553444180523,0.5201900237529691,0.49049881235154397,0.5391923990498813,0.5185273159144893,ACLS
,,0.49287410926365793,0.5296912114014252,0.5071258907363421,0.4643705463182898,0.5261282660332541,0.5040380047505938,ACM
,,0.5266666666666666,0.5133333333333333,0.5066666666666667,0.47333333333333333,0.5266666666666666,0.5093333333333334,ACMR
,,0.504750593824228,0.5415676959619953,0.5225653206650831,0.45605700712589076,0.5320665083135392,0.5114014251781474,ACN
,,0.5166270783847982,0.5522565320665083,0.5190023752969121,0.47030878859857483,0.5403800475059383,0.5197149643705463,ACNB
,,0.5083135391923991,0.5368171021377672,0.505938242280285,0.5427553444180523,0.5344418052256532,0.5256532066508314,ACOR
,,0.6363636363636364,0.5151515151515151,0.6666666666666666,0.5151515151515151,0.48484848484848486,0.5636363636363636,ACQR
,,0.503562945368171,0.5415676959619953,0.5142517814726841,0.5427553444180523,0.5285035629453682,0.5261282660332542,ACR
,,0.5034867503486751,0.5327754532775453,0.5118549511854951,0.45467224546722457,0.5397489539748954,0.5085076708507671,ACRE
,,0.8333333333333334,0.75,0.6666666666666666,0.5833333333333334,0.5833333333333334,0.6833333333333333,ACRO
,,0.5164113785557987,0.5098468271334792,0.5185995623632386,0.49452954048140046,0.5251641137855579,0.5129102844638951,ACRS
,,0.5099009900990099,0.5086633663366337,0.48886138613861385,0.46782178217821785,0.5012376237623762,0.49529702970297035,ACRX
,,0.5013623978201635,0.5367847411444142,0.5149863760217984,0.5504087193460491,0.5367847411444142,0.5280653950953679,ACST
,,0.375,0.625,0.375,0.25,0.5,0.425,ACT
,,0.5625,0.625,0.59375,0.59375,0.4375,0.5625,ACTD
,,0.5201900237529691,0.5534441805225653,0.517814726840855,0.46199524940617576,0.5380047505938242,0.5182897862232779,ACTG
,,0.4845605700712589,0.5451306413301663,0.5225653206650831,0.47624703087885983,0.5380047505938242,0.5133016627078385,ACU
,,0.4,0.5777777777777777,0.5111111111111111,0.5777777777777777,0.6444444444444445,0.5422222222222222,ACVA
,,0.64,0.48,0.48,0.44,0.6,0.528,ACXP
,,0.498812351543943,0.5308788598574822,0.5201900237529691,0.45961995249406173,0.5356294536817102,0.5090261282660332,ACY
,,0.5370370370370371,0.5185185185185185,0.48148148148148145,0.5,0.5,0.5074074074074074,ADAG
,,0.5419222903885481,0.5521472392638037,0.5071574642126789,0.5541922290388548,0.5439672801635992,0.539877300613497,ADAP
,,0.498812351543943,0.5380047505938242,0.5201900237529691,0.4691211401425178,0.5332541567695962,0.5118764845605701,ADBE
,,0.5142517814726841,0.5522565320665083,0.5344418052256532,0.5427553444180523,0.5380047505938242,0.5363420427553445,ADC
,,0.44954128440366975,0.5229357798165137,0.48623853211009177,0.6055045871559633,0.5045871559633027,0.5137614678899082,ADCT
,,0.4791666666666667,0.5416666666666666,0.5,0.3958333333333333,0.5625,0.4958333333333333,ADER
,,0.5237529691211401,0.5510688836104513,0.5190023752969121,0.4809976247030879,0.5391923990498813,0.5228028503562945,ADES
,,0.5102040816326531,0.5306122448979592,0.4897959183673469,0.5714285714285714,0.5102040816326531,0.5224489795918367,ADEX
,,0.5483870967741935,0.5161290322580645,0.6451612903225806,0.5161290322580645,0.45161290322580644,0.5354838709677419,ADF
,,0.5294117647058824,0.35294117647058826,0.6470588235294118,0.4117647058823529,0.6470588235294118,0.5176470588235293,ADGI
,,0.502375296912114,0.5498812351543944,0.5071258907363421,0.4691211401425178,0.5391923990498813,0.5135391923990499,ADI
,,0.5510204081632653,0.49795918367346936,0.5591836734693878,0.5061224489795918,0.5224489795918368,0.5273469387755102,ADIL
,,0.49287410926365793,0.5486935866983373,0.505938242280285,0.49049881235154397,0.5344418052256532,0.5144893111638955,ADM
,,0.4834983498349835,0.5346534653465347,0.5132013201320133,0.5247524752475248,0.5313531353135313,0.5174917491749176,ADMA
,,0.505938242280285,0.5391923990498813,0.5154394299287411,0.47862232779097386,0.5368171021377672,0.5152019002375298,ADMP
,,0.4982456140350877,0.5473684210526316,0.512280701754386,0.5228070175438596,0.5385964912280702,0.5238596491228071,ADMS
,,0.5215311004784688,0.507177033492823,0.5502392344497608,0.507177033492823,0.5406698564593302,0.5253588516746411,ADN
,,0.45382585751978893,0.48284960422163586,0.49340369393139843,0.48548812664907653,0.49868073878627966,0.48284960422163586,ADNT
,,0.48484848484848486,0.5151515151515151,0.48484848484848486,0.3939393939393939,0.5454545454545454,0.48484848484848486,ADOC
,,0.5118764845605701,0.5486935866983373,0.5201900237529691,0.4750593824228028,0.5368171021377672,0.5185273159144893,ADP
,,0.4772727272727273,0.5511363636363636,0.5568181818181818,0.5056818181818182,0.5568181818181818,0.5295454545454545,ADPT
,,0.5777777777777777,0.5555555555555556,0.4222222222222222,0.5555555555555556,0.6222222222222222,0.5466666666666666,ADRA
,,0.504750593824228,0.5486935866983373,0.503562945368171,0.4667458432304038,0.5308788598574822,0.5109263657957245,ADS
,,0.4857482185273159,0.5368171021377672,0.5273159144893111,0.47149643705463185,0.5332541567695962,0.5109263657957245,ADSK
,,0.47719298245614034,0.47017543859649125,0.48771929824561405,0.519298245614035,0.45614035087719296,0.4821052631578947,ADT
,,0.5,0.5332541567695962,0.5118764845605701,0.45724465558194777,0.5332541567695962,0.5071258907363421,ADTN
,,0.57,0.49,0.57,0.52,0.53,0.5359999999999999,ADTX
,,0.503562945368171,0.5344418052256532,0.503562945368171,0.48931116389548696,0.5344418052256532,0.513064133016627,ADUS
,,0.48175182481751827,0.5255474452554745,0.5255474452554745,0.46715328467153283,0.5109489051094891,0.5021897810218978,ADV
,,0.5027422303473492,0.5411334552102377,0.5191956124314442,0.526508226691042,0.5082266910420475,0.5195612431444242,ADVM
,,0.5193798449612403,0.5736434108527132,0.5891472868217055,0.4728682170542636,0.5348837209302325,0.5379844961240311,ADXN
,,0.5249406175771971,0.5534441805225653,0.503562945368171,0.4833729216152019,0.5475059382422803,0.5225653206650832,ADXS
,,0.5213776722090261,0.5522565320665083,0.5083135391923991,0.4691211401425178,0.5308788598574822,0.5163895486935867,AE
,,0.5,0.5625,0.5,0.625,0.5833333333333334,0.5541666666666667,AEAC
,,0.5095011876484561,0.5475059382422803,0.504750593824228,0.502375296912114,0.5415676959619953,0.5211401425178147,AEE
,,0.5071258907363421,0.5368171021377672,0.5071258907363421,0.5427553444180523,0.5403800475059383,0.5268408551068884,AEG
,,0.49524940617577196,0.5308788598574822,0.5142517814726841,0.47743467933491684,0.5391923990498813,0.5114014251781474,AEHL
,,0.497624703087886,0.5380047505938242,0.503562945368171,0.5356294536817102,0.5320665083135392,0.5213776722090261,AEHR
,,0.43478260869565216,0.5217391304347826,0.5362318840579711,0.5072463768115942,0.5652173913043478,0.5130434782608695,AEI
,,0.5166270783847982,0.5475059382422803,0.5201900237529691,0.46080760095011875,0.5356294536817102,0.5161520190023753,AEIS
,,0.5154394299287411,0.5475059382422803,0.5154394299287411,0.4691211401425178,0.5403800475059383,0.5175771971496437,AEL
,,0.5118764845605701,0.5629453681710214,0.5190023752969121,0.4821852731591449,0.5332541567695962,0.521852731591449,AEM
,,0.505938242280285,0.5403800475059383,0.49287410926365793,0.47980997624703087,0.5368171021377672,0.5111638954869359,AEMD
,,0.5016025641025641,0.5352564102564102,0.5096153846153846,0.5496794871794872,0.5064102564102564,0.5205128205128206,AENZ
,,0.48931116389548696,0.5498812351543944,0.5118764845605701,0.5071258907363421,0.5344418052256532,0.5185273159144893,AEO
,,0.5083135391923991,0.5463182897862233,0.5190023752969121,0.4821852731591449,0.5356294536817102,0.5182897862232779,AEP
,,0.4916864608076009,0.5451306413301663,0.503562945368171,0.4845605700712589,0.5356294536817102,0.5121140142517814,AER
,,0.5149006622516556,0.5463576158940397,0.5049668874172185,0.5612582781456954,0.5513245033112583,0.5357615894039734,AERI
,,0.5261282660332541,0.5439429928741093,0.5071258907363421,0.46199524940617576,0.5344418052256532,0.5147268408551069,AES
,,0.5463576158940397,0.48013245033112584,0.5264900662251656,0.46688741721854304,0.5264900662251656,0.5092715231788081,AESE
,,0.48412698412698413,0.5317460317460317,0.5873015873015873,0.5476190476190477,0.5238095238095238,0.534920634920635,AEVA
,,0.5130641330166271,0.5534441805225653,0.5095011876484561,0.47862232779097386,0.5415676959619953,0.5192399049881236,AEY
,,0.4953271028037383,0.5249221183800623,0.5249221183800623,0.5529595015576324,0.5498442367601246,0.529595015576324,AEYE
,,0.503562945368171,0.5415676959619953,0.517814726840855,0.4655581947743468,0.5356294536817102,0.5128266033254156,AEZS
,,0.5483870967741935,0.5483870967741935,0.7096774193548387,0.4838709677419355,0.5483870967741935,0.5677419354838709,AFAQ
,,0.528023598820059,0.4896755162241888,0.5457227138643068,0.5634218289085545,0.5339233038348082,0.5321533923303835,AFBI
,,0.6521739130434783,0.5217391304347826,0.43478260869565216,0.45652173913043476,0.5217391304347826,0.5173913043478261,AFCG
,,0.5071258907363421,0.5475059382422803,0.5095011876484561,0.4679334916864608,0.5368171021377672,0.5137767220902613,AFG
,,0.5212264150943396,0.5495283018867925,0.5235849056603774,0.5023584905660378,0.5424528301886793,0.5278301886792454,AFI
,,0.5,0.5,0.4782608695652174,0.43478260869565216,0.5217391304347826,0.4869565217391304,AFIB
,,0.4979757085020243,0.5263157894736842,0.4817813765182186,0.4939271255060729,0.5222672064777328,0.5044534412955466,AFIN
,,0.49643705463182897,0.5498812351543944,0.5225653206650831,0.4655581947743468,0.5391923990498813,0.5147268408551069,AFL
,,0.5,0.5557620817843866,0.483271375464684,0.47026022304832715,0.5204460966542751,0.5059479553903345,AFMD
,,0.5084745762711864,0.576271186440678,0.5932203389830508,0.4406779661016949,0.559322033898305,0.535593220338983,AFRM
,,0.5,0.5,0.25,0.5,0.25,0.4,AFTR
,,0.43023255813953487,0.4941860465116279,0.4418604651162791,0.5174418604651163,0.5,0.4767441860465116,AFYA
,,0.5332541567695962,0.5344418052256532,0.5273159144893111,0.46199524940617576,0.5391923990498813,0.5192399049881236,AG
,,0.5333333333333333,0.5777777777777777,0.6222222222222222,0.5777777777777777,0.5777777777777777,0.5777777777777777,AGAC
,,0.5207100591715976,0.5088757396449705,0.47928994082840237,0.5029585798816568,0.47928994082840237,0.4982248520710059,AGBA
,,0.4852941176470588,0.6470588235294118,0.5735294117647058,0.4852941176470588,0.5147058823529411,0.5411764705882353,AGC
,,0.48333333333333334,0.5666666666666667,0.6,0.48333333333333334,0.5833333333333334,0.5433333333333333,AGCB
,,0.501187648456057,0.5391923990498813,0.5166270783847982,0.5427553444180523,0.5344418052256532,0.5268408551068884,AGCO
,,0.547945205479452,0.54337899543379,0.5342465753424658,0.5205479452054794,0.5159817351598174,0.532420091324201,AGE
,,0.5403800475059383,0.5475059382422803,0.5106888361045131,0.4691211401425178,0.5403800475059383,0.5216152019002376,AGEN
,,0.5239005736137667,0.5621414913957935,0.5009560229445507,0.5487571701720841,0.5219885277246654,0.5315487571701721,AGFS
,,0.5535714285714286,0.5892857142857143,0.5714285714285714,0.5178571428571429,0.5892857142857143,0.5642857142857143,AGFY
,,0.5454545454545454,0.5454545454545454,0.6060606060606061,0.6060606060606061,0.45454545454545453,0.5515151515151515,AGGR
,,0.517814726840855,0.5320665083135392,0.5154394299287411,0.4643705463182898,0.5356294536817102,0.5130641330166271,AGI
,,0.5111111111111111,0.4888888888888889,0.4740740740740741,0.45185185185185184,0.5333333333333333,0.4918518518518519,AGIL
,,0.4935897435897436,0.5448717948717948,0.5224358974358975,0.5096153846153846,0.4935897435897436,0.5128205128205128,AGIO
,,0.45,0.475,0.5,0.575,0.425,0.485,AGL
,,0.5095238095238095,0.5095238095238095,0.5285714285714286,0.5095238095238095,0.5166666666666667,0.5147619047619048,AGLE
,,0.47624703087885983,0.5486935866983373,0.5083135391923991,0.47387173396674587,0.5380047505938242,0.5090261282660333,AGM
,,0.5112781954887218,0.5451127819548872,0.5075187969924813,0.5112781954887218,0.5451127819548872,0.5240601503759399,AGMH
,,0.49643705463182897,0.5427553444180523,0.5,0.46080760095011875,0.5356294536817102,0.5071258907363421,AGNC
,,0.5166270783847982,0.5415676959619953,0.49287410926365793,0.45368171021377673,0.5368171021377672,0.5083135391923991,AGO
,,0.47285067873303166,0.504524886877828,0.4796380090497738,0.5339366515837104,0.5248868778280543,0.5031674208144796,AGR
,,0.782608695652174,0.5652173913043478,0.4782608695652174,0.43478260869565216,0.6521739130434783,0.582608695652174,AGRI
,,0.5141800246609125,0.5203452527743526,0.5141800246609125,0.5018495684340321,0.5215782983970407,0.5144266337854501,AGRO
,,0.48841354723707664,0.5222816399286988,0.4741532976827095,0.5062388591800356,0.5098039215686274,0.5001782531194296,AGRX
,,0.5159010600706714,0.49823321554770317,0.5159010600706714,0.42402826855123676,0.5159010600706714,0.49399293286219087,AGS
,,0.4816753926701571,0.5322862129144852,0.5148342059336823,0.5218150087260035,0.537521815008726,0.5176265270506109,AGTC
,,0.4358974358974359,0.48717948717948717,0.5384615384615384,0.48717948717948717,0.4358974358974359,0.476923076923077,AGTI
,,0.5118764845605701,0.5475059382422803,0.5083135391923991,0.4679334916864608,0.5320665083135392,0.5135391923990499,AGX
,,0.5166270783847982,0.5498812351543944,0.505938242280285,0.46199524940617576,0.5308788598574822,0.5130641330166271,AGYS
,,0.48638132295719844,0.5330739299610895,0.48249027237354086,0.5369649805447471,0.5136186770428015,0.5105058365758754,AHCO
,,0.4984375,0.54375,0.5046875,0.54375,0.5421875,0.5265625,AHH
,,0.4,0.4,0.2,0.4,0.4,0.36,AHPA
,,0.5095011876484561,0.5510688836104513,0.5154394299287411,0.4750593824228028,0.5403800475059383,0.5182897862232779,AHPI
,,0.4916864608076009,0.5344418052256532,0.5142517814726841,0.505938242280285,0.5344418052256532,0.5161520190023753,AHT
,,0.45454545454545453,0.5454545454545454,0.5454545454545454,0.45454545454545453,0.5909090909090909,0.5181818181818182,AI
,,0.502375296912114,0.5332541567695962,0.4821852731591449,0.4667458432304038,0.5213776722090261,0.5011876484560569,AIG
,,0.5298013245033113,0.5231788079470199,0.5298013245033113,0.5496688741721855,0.4966887417218543,0.5258278145695365,AIH
,,0.5164835164835165,0.5018315018315018,0.4835164835164835,0.5128205128205128,0.5018315018315018,0.5032967032967033,AIHS
,,0.497624703087886,0.5415676959619953,0.5190023752969121,0.4750593824228028,0.5356294536817102,0.5137767220902612,AIKI
,,0.497624703087886,0.5451306413301663,0.498812351543943,0.5427553444180523,0.5498812351543944,0.5268408551068884,AIM
,,0.501187648456057,0.5403800475059383,0.517814726840855,0.4691211401425178,0.5308788598574822,0.5118764845605701,AIMC
,,0.503562945368171,0.5451306413301663,0.5130641330166271,0.4643705463182898,0.5403800475059383,0.5133016627078385,AIN
,,0.48854961832061067,0.5267175572519084,0.48854961832061067,0.45038167938931295,0.5362595419847328,0.4980916030534351,AINC
,,0.505938242280285,0.5190023752969121,0.5261282660332541,0.46318289786223277,0.504750593824228,0.5038004750593824,AINV
,,0.5095011876484561,0.5296912114014252,0.5083135391923991,0.4655581947743468,0.517814726840855,0.5061757719714964,AIR
,,0.5076923076923077,0.4153846153846154,0.5230769230769231,0.6923076923076923,0.49230769230769234,0.5261538461538462,AIRC
,,0.5089058524173028,0.5292620865139949,0.5139949109414759,0.4910941475826972,0.5470737913486005,0.5180661577608142,AIRG
,,0.5106888361045131,0.5439429928741093,0.4916864608076009,0.47862232779097386,0.5510688836104513,0.5152019002375298,AIRI
,,0.502375296912114,0.5427553444180523,0.5201900237529691,0.47862232779097386,0.5356294536817102,0.5159144893111638,AIRT
,,0.49287410926365793,0.5380047505938242,0.5118764845605701,0.47743467933491684,0.5403800475059383,0.5121140142517814,AIT
,,0.5130641330166271,0.5451306413301663,0.5296912114014252,0.47268408551068886,0.5368171021377672,0.5194774346793349,AIV
,,0.5225653206650831,0.5475059382422803,0.502375296912114,0.4845605700712589,0.5356294536817102,0.5185273159144893,AIZ
,,0.497624703087886,0.5439429928741093,0.502375296912114,0.47268408551068886,0.5308788598574822,0.509501187648456,AJG
,,0.501187648456057,0.5344418052256532,0.5225653206650831,0.45961995249406173,0.5391923990498813,0.5114014251781474,AJRD
,,0.49209486166007904,0.5197628458498024,0.5335968379446641,0.5138339920948617,0.5296442687747036,0.5177865612648221,AJX
,,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.7142857142857143,0.5428571428571429,AKA
,,0.5261282660332541,0.5403800475059383,0.503562945368171,0.45961995249406173,0.5391923990498813,0.5137767220902614,AKAM
,,0.5104529616724739,0.5365853658536586,0.4930313588850174,0.5522648083623694,0.5121951219512195,0.5209059233449478,AKBA
,,0.48,0.52,0.52,0.5,0.56,0.516,AKIC
,,0.5083135391923991,0.5403800475059383,0.5190023752969121,0.5427553444180523,0.5296912114014252,0.5280285035629454,AKR
,,0.4606741573033708,0.5224719101123596,0.449438202247191,0.5168539325842697,0.5280898876404494,0.4955056179775282,AKRO
,,0.4886128364389234,0.5403726708074534,0.505175983436853,0.4699792960662526,0.5341614906832298,0.5076604554865425,AKTS
,,0.48983050847457626,0.5338983050847458,0.49830508474576274,0.5372881355932203,0.523728813559322,0.5166101694915255,AKTX
,,0.5348837209302325,0.5697674418604651,0.5813953488372093,0.5581395348837209,0.5581395348837209,0.5604651162790698,AKU
,,0.5841584158415841,0.5544554455445545,0.5445544554455446,0.49504950495049505,0.49504950495049505,0.5346534653465347,AKUS
,,0.55,0.575,0.575,0.6,0.525,0.565,AKYA
,,0.48614609571788414,0.5163727959697733,0.49748110831234255,0.46977329974811083,0.5289672544080605,0.49974811083123416,AL
,,0.5656108597285068,0.5294117647058824,0.5203619909502263,0.4479638009049774,0.5475113122171946,0.5221719457013576,ALAC
,,0.48693586698337293,0.5296912114014252,0.5083135391923991,0.48693586698337293,0.5344418052256532,0.5092636579572447,ALB
,,0.517814726840855,0.5451306413301663,0.5213776722090261,0.47743467933491684,0.5356294536817102,0.5194774346793348,ALBO
,,0.43523316062176165,0.5025906735751295,0.46113989637305697,0.5077720207253886,0.5129533678756477,0.4839378238341969,ALC
,,0.6956521739130435,0.6086956521739131,0.4782608695652174,0.5217391304347826,0.6956521739130435,0.6,ALCC
,,0.505938242280285,0.5439429928741093,0.5225653206650831,0.49049881235154397,0.5368171021377672,0.5199524940617577,ALCO
,,0.536283185840708,0.552212389380531,0.5221238938053098,0.4902654867256637,0.5415929203539823,0.528495575221239,ALDX
,,0.501187648456057,0.5475059382422803,0.49406175771971494,0.47862232779097386,0.5403800475059383,0.5123515439429929,ALE
,,0.48292682926829267,0.5121951219512195,0.5073170731707317,0.48292682926829267,0.5073170731707317,0.49853658536585366,ALEC
,,0.5374823196605375,0.5487977369165488,0.5233380480905233,0.5388967468175389,0.5445544554455446,0.5386138613861385,ALEX
,,0.5,0.5555555555555556,0.5555555555555556,0.5,0.4444444444444444,0.5111111111111111,ALF
,,0.49406175771971494,0.5486935866983373,0.5130641330166271,0.46080760095011875,0.5356294536817102,0.5104513064133016,ALG
,,0.52,0.6533333333333333,0.5466666666666666,0.48,0.5733333333333334,0.5546666666666666,ALGM
,,0.503562945368171,0.5427553444180523,0.5237529691211401,0.47862232779097386,0.5380047505938242,0.5173396674584324,ALGN
,,0.5194805194805194,0.5584415584415584,0.5324675324675324,0.5584415584415584,0.5714285714285714,0.5480519480519479,ALGS
,,0.5249406175771971,0.5427553444180523,0.5106888361045131,0.46318289786223277,0.5296912114014252,0.514251781472684,ALGT
,,0.5454545454545454,0.6136363636363636,0.5681818181818182,0.4318181818181818,0.5,0.5318181818181819,ALHC
,,0.44966442953020136,0.4697986577181208,0.5100671140939598,0.5234899328859061,0.47651006711409394,0.4859060402684564,ALIM
,,0.5729166666666666,0.53125,0.59375,0.53125,0.5520833333333334,0.55625,ALIT
,,0.5296912114014252,0.5522565320665083,0.517814726840855,0.5427553444180523,0.5332541567695962,0.5351543942992875,ALJJ
,,0.517814726840855,0.5427553444180523,0.5249406175771971,0.47743467933491684,0.5344418052256532,0.5194774346793348,ALK
